	ensembl_gene_id	external_gene_name	description
10578	ENSG00000241690		novel protein
10579	ENSG00000258713	C20orf141	chromosome 20 open reading frame 141 [Source:HGNC Symbol;Acc:HGNC:16134]
10580	ENSG00000166105	GLB1L3	galactosidase beta 1 like 3 [Source:HGNC Symbol;Acc:HGNC:25147]
10581	ENSG00000198326	TMEM239	transmembrane protein 239 [Source:HGNC Symbol;Acc:HGNC:40044]
10582	ENSG00000145103	ILDR1	immunoglobulin like domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:28741]
10583	ENSG00000132635	PCED1A	PC-esterase domain containing 1A [Source:HGNC Symbol;Acc:HGNC:16212]
10584	ENSG00000130748	TMEM160	transmembrane protein 160 [Source:HGNC Symbol;Acc:HGNC:26042]
10585	ENSG00000221923	ZNF880	zinc finger protein 880 [Source:HGNC Symbol;Acc:HGNC:37249]
10586	ENSG00000130182	ZSCAN10	zinc finger and SCAN domain containing 10 [Source:HGNC Symbol;Acc:HGNC:12997]
10587	ENSG00000133561	GIMAP6	GTPase, IMAP family member 6 [Source:HGNC Symbol;Acc:HGNC:21918]
10588	ENSG00000178175	ZNF366	zinc finger protein 366 [Source:HGNC Symbol;Acc:HGNC:18316]
10589	ENSG00000105677	TMEM147	transmembrane protein 147 [Source:HGNC Symbol;Acc:HGNC:30414]
10590	ENSG00000270672	MTRNR2L6	MT-RNR2 like 6 [Source:HGNC Symbol;Acc:HGNC:37163]
10591	ENSG00000166118	SPATA19	spermatogenesis associated 19 [Source:HGNC Symbol;Acc:HGNC:30614]
10592	ENSG00000106028	SSBP1	single stranded DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11317]
10593	ENSG00000165724	ZMYND19	zinc finger MYND-type containing 19 [Source:HGNC Symbol;Acc:HGNC:21146]
10594	ENSG00000158220	ESYT3	extended synaptotagmin 3 [Source:HGNC Symbol;Acc:HGNC:24295]
10595	ENSG00000134954	ETS1	ETS proto-oncogene 1, transcription factor [Source:HGNC Symbol;Acc:HGNC:3488]
10596	ENSG00000215305	VPS16	VPS16 core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:14584]
10597	ENSG00000197070	ARRDC1	arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633]
10598	ENSG00000151135	TMEM263	transmembrane protein 263 [Source:HGNC Symbol;Acc:HGNC:28281]
10599	ENSG00000113361	CDH6	cadherin 6 [Source:HGNC Symbol;Acc:HGNC:1765]
10600	ENSG00000189001	SBSN	suprabasin [Source:HGNC Symbol;Acc:HGNC:24950]
10601	ENSG00000135624	CCT7	chaperonin containing TCP1 subunit 7 [Source:HGNC Symbol;Acc:HGNC:1622]
10602	ENSG00000108433	GOSR2	golgi SNAP receptor complex member 2 [Source:HGNC Symbol;Acc:HGNC:4431]
10603	ENSG00000085644	ZNF213	zinc finger protein 213 [Source:HGNC Symbol;Acc:HGNC:13005]
10604	ENSG00000165959	CLMN	calmin [Source:HGNC Symbol;Acc:HGNC:19972]
10605	ENSG00000118007	STAG1	stromal antigen 1 [Source:HGNC Symbol;Acc:HGNC:11354]
10606	ENSG00000105698	USF2	upstream transcription factor 2, c-fos interacting [Source:HGNC Symbol;Acc:HGNC:12594]
10607	ENSG00000152413	HOMER1	homer scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:17512]
10608	ENSG00000283205		novel protein
10609	ENSG00000135547	HEY2	hes related family bHLH transcription factor with YRPW motif 2 [Source:HGNC Symbol;Acc:HGNC:4881]
10610	ENSG00000091039	OSBPL8	oxysterol binding protein like 8 [Source:HGNC Symbol;Acc:HGNC:16396]
10611	ENSG00000155093	PTPRN2	protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]
10612	ENSG00000168124	OR1F1	olfactory receptor family 1 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:8194]
10613	ENSG00000175324	LSM1	LSM1 homolog, mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20472]
10614	ENSG00000124596	OARD1	O-acyl-ADP-ribose deacylase 1 [Source:HGNC Symbol;Acc:HGNC:21257]
10615	ENSG00000006194	ZNF263	zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056]
10616	ENSG00000137090	DMRT1	doublesex and mab-3 related transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:2934]
10617	ENSG00000154134	ROBO3	roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433]
10618	ENSG00000156509	FBXO43	F-box protein 43 [Source:HGNC Symbol;Acc:HGNC:28521]
10619	ENSG00000258986	TMEM179	transmembrane protein 179 [Source:HGNC Symbol;Acc:HGNC:20137]
10620	ENSG00000101363	MANBAL	mannosidase beta like [Source:HGNC Symbol;Acc:HGNC:15799]
10621	ENSG00000064218	DMRT3	doublesex and mab-3 related transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:13909]
10622	ENSG00000140993	TIGD7	tigger transposable element derived 7 [Source:HGNC Symbol;Acc:HGNC:18331]
10623	ENSG00000197479	PCDHB11	protocadherin beta 11 [Source:HGNC Symbol;Acc:HGNC:8682]
10624	ENSG00000137575	SDCBP	syndecan binding protein [Source:HGNC Symbol;Acc:HGNC:10662]
10625	ENSG00000188938	FAM120AOS	family with sequence similarity 120A opposite strand [Source:HGNC Symbol;Acc:HGNC:23389]
10626	ENSG00000053108	FSTL4	follistatin like 4 [Source:HGNC Symbol;Acc:HGNC:21389]
10627	ENSG00000184990	SIVA1	SIVA1 apoptosis inducing factor [Source:HGNC Symbol;Acc:HGNC:17712]
10628	ENSG00000168158	OR2C1	olfactory receptor family 2 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:8242]
10629	ENSG00000130699	TAF4	TATA-box binding protein associated factor 4 [Source:HGNC Symbol;Acc:HGNC:11537]
10630	ENSG00000285329		novel protein
10631	ENSG00000232196	MTRNR2L4	MT-RNR2 like 4 [Source:HGNC Symbol;Acc:HGNC:37161]
10632	ENSG00000140987	ZSCAN32	zinc finger and SCAN domain containing 32 [Source:HGNC Symbol;Acc:HGNC:20812]
10633	ENSG00000009335	UBE3C	ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803]
10634	ENSG00000048828	FAM120A	family with sequence similarity 120A [Source:HGNC Symbol;Acc:HGNC:13247]
10635	ENSG00000125878	TCF15	transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11627]
10636	ENSG00000124243	BCAS4	breast carcinoma amplified sequence 4 [Source:HGNC Symbol;Acc:HGNC:14367]
10637	ENSG00000179627	ZBTB42	zinc finger and BTB domain containing 42 [Source:HGNC Symbol;Acc:HGNC:32550]
10638	ENSG00000121152	NCAPH	non-SMC condensin I complex subunit H [Source:HGNC Symbol;Acc:HGNC:1112]
10639	ENSG00000113648	MACROH2A1	macroH2A.1 histone [Source:HGNC Symbol;Acc:HGNC:4740]
10640	ENSG00000100697	DICER1	dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]
10641	ENSG00000140455	USP3	ubiquitin specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:12626]
10642	ENSG00000149634	SPATA25	spermatogenesis associated 25 [Source:HGNC Symbol;Acc:HGNC:16158]
10643	ENSG00000244274	DBNDD2	dysbindin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15881]
10644	ENSG00000269699	ZIM2	zinc finger imprinted 2 [Source:HGNC Symbol;Acc:HGNC:12875]
10645	ENSG00000064393	HIPK2	homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402]
10646	ENSG00000137941	TTLL7	tubulin tyrosine ligase like 7 [Source:HGNC Symbol;Acc:HGNC:26242]
10647	ENSG00000103343	ZNF174	zinc finger protein 174 [Source:HGNC Symbol;Acc:HGNC:12963]
10648	ENSG00000167981	ZNF597	zinc finger protein 597 [Source:HGNC Symbol;Acc:HGNC:26573]
10649	ENSG00000285976		novel protein
10650	ENSG00000122390	NAA60	N-alpha-acetyltransferase 60, NatF catalytic subunit [Source:HGNC Symbol;Acc:HGNC:25875]
10651	ENSG00000120278	PLEKHG1	pleckstrin homology and RhoGEF domain containing G1 [Source:HGNC Symbol;Acc:HGNC:20884]
10652	ENSG00000124466	LYPD3	LY6/PLAUR domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24880]
10653	ENSG00000107104	KANK1	KN motif and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:19309]
10654	ENSG00000106436	MYL10	myosin light chain 10 [Source:HGNC Symbol;Acc:HGNC:29825]
10655	ENSG00000196421	C20orf204	chromosome 20 open reading frame 204 [Source:HGNC Symbol;Acc:HGNC:27655]
10656	ENSG00000101255	TRIB3	tribbles pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:16228]
10657	ENSG00000146378	TAAR2	trace amine associated receptor 2 [Source:HGNC Symbol;Acc:HGNC:4514]
10658	ENSG00000114631	PODXL2	podocalyxin like 2 [Source:HGNC Symbol;Acc:HGNC:17936]
10659	ENSG00000123545	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:21034]
10660	ENSG00000189007	ADAT2	adenosine deaminase tRNA specific 2 [Source:HGNC Symbol;Acc:HGNC:21172]
10661	ENSG00000197362	ZNF786	zinc finger protein 786 [Source:HGNC Symbol;Acc:HGNC:21806]
10662	ENSG00000088053	GP6	glycoprotein VI platelet [Source:HGNC Symbol;Acc:HGNC:14388]
10663	ENSG00000171695	LKAAEAR1	LKAAEAR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:33718]
10664	ENSG00000155792	DEPTOR	DEP domain containing MTOR interacting protein [Source:HGNC Symbol;Acc:HGNC:22953]
10665	ENSG00000132429	POPDC3	popeye domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17649]
10666	ENSG00000124092	CTCFL	CCCTC-binding factor like [Source:HGNC Symbol;Acc:HGNC:16234]
10667	ENSG00000114573	ATP6V1A	ATPase H+ transporting V1 subunit A [Source:HGNC Symbol;Acc:HGNC:851]
10668	ENSG00000138193	PLCE1	phospholipase C epsilon 1 [Source:HGNC Symbol;Acc:HGNC:17175]
10669	ENSG00000128519	TAS2R16	taste 2 receptor member 16 [Source:HGNC Symbol;Acc:HGNC:14921]
10670	ENSG00000214253	FIS1	fission, mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:21689]
10671	ENSG00000112195	TREML2	triggering receptor expressed on myeloid cells like 2 [Source:HGNC Symbol;Acc:HGNC:21092]
10672	ENSG00000116717	GADD45A	growth arrest and DNA damage inducible alpha [Source:HGNC Symbol;Acc:HGNC:4095]
10673	ENSG00000111817	DSE	dermatan sulfate epimerase [Source:HGNC Symbol;Acc:HGNC:21144]
10674	ENSG00000215114	UBXN2B	UBX domain protein 2B [Source:HGNC Symbol;Acc:HGNC:27035]
10675	ENSG00000130749	ZC3H4	zinc finger CCCH-type containing 4 [Source:HGNC Symbol;Acc:HGNC:17808]
10676	ENSG00000137968	SLC44A5	solute carrier family 44 member 5 [Source:HGNC Symbol;Acc:HGNC:28524]
10677	ENSG00000257093	DENND11	DENN domain containing 11 [Source:HGNC Symbol;Acc:HGNC:29472]
10678	ENSG00000170802	FOXN2	forkhead box N2 [Source:HGNC Symbol;Acc:HGNC:5281]
10679	ENSG00000127362	TAS2R3	taste 2 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:14910]
10680	ENSG00000164251	F2RL1	F2R like trypsin receptor 1 [Source:HGNC Symbol;Acc:HGNC:3538]
10681	ENSG00000105675	ATP4A	ATPase H+/K+ transporting subunit alpha [Source:HGNC Symbol;Acc:HGNC:819]
10682	ENSG00000155903	RASA2	RAS p21 protein activator 2 [Source:HGNC Symbol;Acc:HGNC:9872]
10683	ENSG00000145743	FBXL17	F-box and leucine rich repeat protein 17 [Source:HGNC Symbol;Acc:HGNC:13615]
10684	ENSG00000120899	PTK2B	protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]
10685	ENSG00000149571	KIRREL3	kirre like nephrin family adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:23204]
10686	ENSG00000135299	ANKRD6	ankyrin repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:17280]
10687	ENSG00000196511	TPK1	thiamin pyrophosphokinase 1 [Source:HGNC Symbol;Acc:HGNC:17358]
10688	ENSG00000243943	ZNF512	zinc finger protein 512 [Source:HGNC Symbol;Acc:HGNC:29380]
10689	ENSG00000261456	TUBB8	tubulin beta 8 class VIII [Source:HGNC Symbol;Acc:HGNC:20773]
10690	ENSG00000113296	THBS4	thrombospondin 4 [Source:HGNC Symbol;Acc:HGNC:11788]
10691	ENSG00000090372	STRN4	striatin 4 [Source:HGNC Symbol;Acc:HGNC:15721]
10692	ENSG00000066135	KDM4A	lysine demethylase 4A [Source:HGNC Symbol;Acc:HGNC:22978]
10693	ENSG00000005379	TSPOAP1	TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]
10694	ENSG00000158234	FAIM	Fas apoptotic inhibitory molecule [Source:HGNC Symbol;Acc:HGNC:18703]
10695	ENSG00000056558	TRAF1	TNF receptor associated factor 1 [Source:HGNC Symbol;Acc:HGNC:12031]
10696	ENSG00000015171	ZMYND11	zinc finger MYND-type containing 11 [Source:HGNC Symbol;Acc:HGNC:16966]
10697	ENSG00000166086	JAM3	junctional adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:15532]
10698	ENSG00000112992	NNT	nicotinamide nucleotide transhydrogenase [Source:HGNC Symbol;Acc:HGNC:7863]
10699	ENSG00000106804	C5	complement C5 [Source:HGNC Symbol;Acc:HGNC:1331]
10700	ENSG00000133619	KRBA1	KRAB-A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22228]
10701	ENSG00000206527	HACD2	3-hydroxyacyl-CoA dehydratase 2 [Source:HGNC Symbol;Acc:HGNC:9640]
10702	ENSG00000173163	COMMD1	copper metabolism domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23024]
10703	ENSG00000177889	UBE2N	ubiquitin conjugating enzyme E2 N [Source:HGNC Symbol;Acc:HGNC:12492]
10704	ENSG00000284895		novel protein
10705	ENSG00000117174	ZNHIT6	zinc finger HIT-type containing 6 [Source:HGNC Symbol;Acc:HGNC:26089]
10706	ENSG00000215131	C16orf90	chromosome 16 open reading frame 90 [Source:HGNC Symbol;Acc:HGNC:34455]
10707	ENSG00000163421	PROK2	prokineticin 2 [Source:HGNC Symbol;Acc:HGNC:18455]
10708	ENSG00000115306	SPTBN1	spectrin beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]
10709	ENSG00000103351	CLUAP1	clusterin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19009]
10710	ENSG00000135426	TESPA1	thymocyte expressed, positive selection associated 1 [Source:HGNC Symbol;Acc:HGNC:29109]
10711	ENSG00000163430	FSTL1	follistatin like 1 [Source:HGNC Symbol;Acc:HGNC:3972]
10712	ENSG00000184313	MROH7	maestro heat like repeat family member 7 [Source:HGNC Symbol;Acc:HGNC:24802]
10713	ENSG00000136379	ABHD17C	abhydrolase domain containing 17C, depalmitoylase [Source:HGNC Symbol;Acc:HGNC:26925]
10714	ENSG00000128881	TTBK2	tau tubulin kinase 2 [Source:HGNC Symbol;Acc:HGNC:19141]
10715	ENSG00000157500	APPL1	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1 [Source:HGNC Symbol;Acc:HGNC:24035]
10716	ENSG00000149547	EI24	EI24 autophagy associated transmembrane protein [Source:HGNC Symbol;Acc:HGNC:13276]
10717	ENSG00000119396	RAB14	RAB14, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16524]
10718	ENSG00000050393	MCUR1	mitochondrial calcium uniporter regulator 1 [Source:HGNC Symbol;Acc:HGNC:21097]
10719	ENSG00000166557	TMED3	transmembrane p24 trafficking protein 3 [Source:HGNC Symbol;Acc:HGNC:28889]
10720	ENSG00000120280	TASL	TLR adaptor interacting with endolysosomal SLC15A4 [Source:HGNC Symbol;Acc:HGNC:25667]
10721	ENSG00000198814	GK	glycerol kinase [Source:HGNC Symbol;Acc:HGNC:4289]
10722	ENSG00000164494	PDSS2	decaprenyl diphosphate synthase subunit 2 [Source:HGNC Symbol;Acc:HGNC:23041]
10723	ENSG00000167984	NLRC3	NLR family CARD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29889]
10724	ENSG00000135175	OCM2	oncomodulin 2 [Source:HGNC Symbol;Acc:HGNC:34396]
10725	ENSG00000197978	GOLGA6L9	golgin A6 family like 9 [Source:HGNC Symbol;Acc:HGNC:37229]
10726	ENSG00000136897	MRPL50	mitochondrial ribosomal protein L50 [Source:HGNC Symbol;Acc:HGNC:16654]
10727	ENSG00000136872	ALDOB	aldolase, fructose-bisphosphate B [Source:HGNC Symbol;Acc:HGNC:417]
10728	ENSG00000124743	KLHL31	kelch like family member 31 [Source:HGNC Symbol;Acc:HGNC:21353]
10729	ENSG00000108423	TUBD1	tubulin delta 1 [Source:HGNC Symbol;Acc:HGNC:16811]
10730	ENSG00000158104	HPD	4-hydroxyphenylpyruvate dioxygenase [Source:HGNC Symbol;Acc:HGNC:5147]
10731	ENSG00000135540	NHSL1	NHS like 1 [Source:HGNC Symbol;Acc:HGNC:21021]
10732	ENSG00000103888	CEMIP	cell migration inducing hyaluronidase 1 [Source:HGNC Symbol;Acc:HGNC:29213]
10733	ENSG00000197714	ZNF460	zinc finger protein 460 [Source:HGNC Symbol;Acc:HGNC:21628]
10734	ENSG00000176542	USF3	upstream transcription factor family member 3 [Source:HGNC Symbol;Acc:HGNC:30494]
10735	ENSG00000169035	KLK7	kallikrein related peptidase 7 [Source:HGNC Symbol;Acc:HGNC:6368]
10736	ENSG00000168875	SOX14	SRY-box transcription factor 14 [Source:HGNC Symbol;Acc:HGNC:11193]
10737	ENSG00000257743	MGAM2	maltase-glucoamylase 2 (putative) [Source:HGNC Symbol;Acc:HGNC:28101]
10738	ENSG00000214237	MINDY4B	MINDY family member 4B [Source:HGNC Symbol;Acc:HGNC:35475]
10739	ENSG00000165152	PGAP4	post-GPI attachment to proteins GalNAc transferase 4 [Source:HGNC Symbol;Acc:HGNC:28180]
10740	ENSG00000188827	SLX4	SLX4 structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:23845]
10741	ENSG00000215712	TMEM242	transmembrane protein 242 [Source:HGNC Symbol;Acc:HGNC:17206]
10742	ENSG00000155827	RNF20	ring finger protein 20 [Source:HGNC Symbol;Acc:HGNC:10062]
10743	ENSG00000118017	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:17968]
10744	ENSG00000285733		novel protein
10745	ENSG00000114023	FAM162A	family with sequence similarity 162 member A [Source:HGNC Symbol;Acc:HGNC:17865]
10746	ENSG00000126602	TRAP1	TNF receptor associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16264]
10747	ENSG00000102230	PCYT1B	phosphate cytidylyltransferase 1, choline, beta [Source:HGNC Symbol;Acc:HGNC:8755]
10748	ENSG00000106025	TSPAN12	tetraspanin 12 [Source:HGNC Symbol;Acc:HGNC:21641]
10749	ENSG00000196735	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1 [Source:HGNC Symbol;Acc:HGNC:4942]
10750	ENSG00000100722	ZC3H14	zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:HGNC:20509]
10751	ENSG00000105486	LIG1	DNA ligase 1 [Source:HGNC Symbol;Acc:HGNC:6598]
10752	ENSG00000139133	ALG10	ALG10 alpha-1,2-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23162]
10753	ENSG00000122420	PTGFR	prostaglandin F receptor [Source:HGNC Symbol;Acc:HGNC:9600]
10754	ENSG00000188386	PPP3R2	protein phosphatase 3 regulatory subunit B, beta [Source:HGNC Symbol;Acc:HGNC:9318]
10755	ENSG00000136881	BAAT	bile acid-CoA:amino acid N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:932]
10756	ENSG00000144895	EIF2A	eukaryotic translation initiation factor 2A [Source:HGNC Symbol;Acc:HGNC:3254]
10757	ENSG00000267561		novel protein
10758	ENSG00000141200	KIF2B	kinesin family member 2B [Source:HGNC Symbol;Acc:HGNC:29443]
10759	ENSG00000143013	LMO4	LIM domain only 4 [Source:HGNC Symbol;Acc:HGNC:6644]
10760	ENSG00000147677	EIF3H	eukaryotic translation initiation factor 3 subunit H [Source:HGNC Symbol;Acc:HGNC:3273]
10761	ENSG00000120159	CAAP1	caspase activity and apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:25834]
10762	ENSG00000049130	KITLG	KIT ligand [Source:HGNC Symbol;Acc:HGNC:6343]
10763	ENSG00000101868	POLA1	DNA polymerase alpha 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9173]
10764	ENSG00000162878	PKDCC	protein kinase domain containing, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:25123]
10765	ENSG00000108443	RPS6KB1	ribosomal protein S6 kinase B1 [Source:HGNC Symbol;Acc:HGNC:10436]
10766	ENSG00000112115	IL17A	interleukin 17A [Source:HGNC Symbol;Acc:HGNC:5981]
10767	ENSG00000134748	PRPF38A	pre-mRNA processing factor 38A [Source:HGNC Symbol;Acc:HGNC:25930]
10768	ENSG00000005249	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]
10769	ENSG00000125508	SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites [Source:HGNC Symbol;Acc:HGNC:11298]
10770	ENSG00000137055	PLAA	phospholipase A2 activating protein [Source:HGNC Symbol;Acc:HGNC:9043]
10771	ENSG00000149599	DUSP15	dual specificity phosphatase 15 [Source:HGNC Symbol;Acc:HGNC:16236]
10772	ENSG00000057663	ATG5	autophagy related 5 [Source:HGNC Symbol;Acc:HGNC:589]
10773	ENSG00000097096	SYDE2	synapse defective Rho GTPase homolog 2 [Source:HGNC Symbol;Acc:HGNC:25841]
10774	ENSG00000142892	PIGK	phosphatidylinositol glycan anchor biosynthesis class K [Source:HGNC Symbol;Acc:HGNC:8965]
10775	ENSG00000128512	DOCK4	dedicator of cytokinesis 4 [Source:HGNC Symbol;Acc:HGNC:19192]
10776	ENSG00000028203	VEZT	vezatin, adherens junctions transmembrane protein [Source:HGNC Symbol;Acc:HGNC:18258]
10777	ENSG00000155097	ATP6V1C1	ATPase H+ transporting V1 subunit C1 [Source:HGNC Symbol;Acc:HGNC:856]
10778	ENSG00000137500	CCDC90B	coiled-coil domain containing 90B [Source:HGNC Symbol;Acc:HGNC:28108]
10779	ENSG00000184434	LRRC19	leucine rich repeat containing 19 [Source:HGNC Symbol;Acc:HGNC:23379]
10780	ENSG00000184005	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:19343]
10781	ENSG00000166073	GPR176	G protein-coupled receptor 176 [Source:HGNC Symbol;Acc:HGNC:32370]
10782	ENSG00000120160	EQTN	equatorin [Source:HGNC Symbol;Acc:HGNC:1359]
10783	ENSG00000186191	BPIFB4	BPI fold containing family B member 4 [Source:HGNC Symbol;Acc:HGNC:16179]
10784	ENSG00000172023	REG1B	regenerating family member 1 beta [Source:HGNC Symbol;Acc:HGNC:9952]
10785	ENSG00000117971	CHRNB4	cholinergic receptor nicotinic beta 4 subunit [Source:HGNC Symbol;Acc:HGNC:1964]
10786	ENSG00000197273	GUCA2A	guanylate cyclase activator 2A [Source:HGNC Symbol;Acc:HGNC:4682]
10787	ENSG00000178445	GLDC	glycine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4313]
10788	ENSG00000058804	NDC1	NDC1 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:25525]
10789	ENSG00000004848	ARX	aristaless related homeobox [Source:HGNC Symbol;Acc:HGNC:18060]
10790	ENSG00000174306	ZHX3	zinc fingers and homeoboxes 3 [Source:HGNC Symbol;Acc:HGNC:15935]
10791	ENSG00000182484	WASH6P	WASP family homolog 6, pseudogene [Source:HGNC Symbol;Acc:HGNC:31685]
10792	ENSG00000104490	NCALD	neurocalcin delta [Source:HGNC Symbol;Acc:HGNC:7655]
10793	ENSG00000081059	TCF7	transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:11639]
10794	ENSG00000206536	OR5K3	olfactory receptor family 5 subfamily K member 3 [Source:HGNC Symbol;Acc:HGNC:31290]
10795	ENSG00000140557	ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10870]
10796	ENSG00000168894	RNF181	ring finger protein 181 [Source:HGNC Symbol;Acc:HGNC:28037]
10797	ENSG00000114744	COMMD2	COMM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24993]
10798	ENSG00000221878	PSG7	pregnancy specific beta-1-glycoprotein 7 [Source:HGNC Symbol;Acc:HGNC:9524]
10799	ENSG00000108406	DHX40	DEAH-box helicase 40 [Source:HGNC Symbol;Acc:HGNC:18018]
10800	ENSG00000278129	ZNF8	zinc finger protein 8 [Source:HGNC Symbol;Acc:HGNC:13154]
10801	ENSG00000152284	TCF7L1	transcription factor 7 like 1 [Source:HGNC Symbol;Acc:HGNC:11640]
10802	ENSG00000223611	SUPT20HL2	SUPT20H like 2 [Source:HGNC Symbol;Acc:HGNC:31797]
10803	ENSG00000223731	SUPT20HL1	SUPT20H like 1 [Source:HGNC Symbol;Acc:HGNC:30773]
10804	ENSG00000162402	USP24	ubiquitin specific peptidase 24 [Source:HGNC Symbol;Acc:HGNC:12623]
10805	ENSG00000133265	HSPBP1	HSPA (Hsp70) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24989]
10806	ENSG00000102393	GLA	galactosidase alpha [Source:HGNC Symbol;Acc:HGNC:4296]
10807	ENSG00000180383	DEFB124	defensin beta 124 [Source:HGNC Symbol;Acc:HGNC:18104]
10808	ENSG00000125813	PAX1	paired box 1 [Source:HGNC Symbol;Acc:HGNC:8615]
10809	ENSG00000177707	NECTIN3	nectin cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17664]
10810	ENSG00000124181	PLCG1	phospholipase C gamma 1 [Source:HGNC Symbol;Acc:HGNC:9065]
10811	ENSG00000111832	RWDD1	RWD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20993]
10812	ENSG00000159399	HK2	hexokinase 2 [Source:HGNC Symbol;Acc:HGNC:4923]
10813	ENSG00000185739	SRL	sarcalumenin [Source:HGNC Symbol;Acc:HGNC:11295]
10814	ENSG00000103569	AQP9	aquaporin 9 [Source:HGNC Symbol;Acc:HGNC:643]
10815	ENSG00000130244	FAM98C	family with sequence similarity 98 member C [Source:HGNC Symbol;Acc:HGNC:27119]
10816	ENSG00000285791		novel transcript
10817	ENSG00000240891	PLCXD2	phosphatidylinositol specific phospholipase C X domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26462]
10818	ENSG00000154975	CA10	carbonic anhydrase 10 [Source:HGNC Symbol;Acc:HGNC:1369]
10819	ENSG00000104537	ANXA13	annexin A13 [Source:HGNC Symbol;Acc:HGNC:536]
10820	ENSG00000090447	TFAP4	transcription factor AP-4 [Source:HGNC Symbol;Acc:HGNC:11745]
10821	ENSG00000131089	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9 [Source:HGNC Symbol;Acc:HGNC:14561]
10822	ENSG00000163637	PRICKLE2	prickle planar cell polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:20340]
10823	ENSG00000140368	PSTPIP1	proline-serine-threonine phosphatase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9580]
